Customer_ID,Income,Age,Marital_Status,Education_Level,Kidhome,Teenhome,Customer_Join_Date,Customer_Names,ROI,Impressions,CPC,CAC,Clicks
527,84169,38,Married,PhD,0,0,2018-05-08 10:59:23,Umar Farooq,2,1200,8.840277778,318.25,140
528,54058,44,Together,Graduation,0,1,2018-03-05 10:59:23,Nadia Iqbal,0,2100,8.272108844,173.7142857,140
529,24683,30,Married,2n Cycle,1,0,2018-12-07 10:59:23,Bilal Hussain,0,3000,0.96969697,10.66666667,60
530,85620,56,Widow,Graduation,0,0,2018-10-08 10:59:23,Hina Shah,0,600,31.89583333,510.3333333,90
531,47850,40,Married,Graduation,1,0,2018-09-03 10:59:23,Kamran Aslam,0,4200,2.214285714,35.42857143,105
532,19514,52,Married,Graduation,1,1,2018-10-27 10:59:23,Rabia Noor,1,5600,0.366071429,5.857142857,105
533,27159,47,Married,Master,1,1,2018-12-28 10:59:23,Tariq Mehmood,0,2400,1.666666667,10,20
534,39548,57,Single,2n Cycle,1,1,2018-12-30 10:59:23,Saima Gul,0,1500,1.666666667,10,25
535,21474,31,Single,Graduation,1,0,2019-01-07 10:59:23,Shahzad Anwar,1,4200,0.59375,9.5,90
536,60504,49,Single,PhD,0,1,2018-11-08 10:59:23,Mariam Yousaf,0,3000,3.393548387,105.2,150
537,22419,57,Married,Graduation,0,0,2018-01-17 10:59:23,Imran Qureshi,0,5600,2.142857143,34.28571429,105
538,81698,71,Married,Master,0,0,2018-08-07 10:59:23,Bushra Ansari,0,700,17.16071429,274.5714286,105
539,43462,68,Together,Graduation,1,1,2017-06-13 10:59:23,Naveed Akhtar,0,4800,3.452380952,72.5,120
540,54880,42,Single,PhD,1,0,2017-11-30 10:59:23,Asma Zafar,0,3500,6.239631336,193.4285714,210
541,79908,38,Married,Graduation,0,0,2018-01-04 10:59:23,Ali Khan,1,1400,9.126373626,237.2857143,175
542,15315,50,Married,2n Cycle,0,0,2018-05-04 10:59:23,Ayesha Malik,0,3500,1.220779221,13.42857143,70
543,87771,61,Together,Graduation,0,1,2018-02-20 10:59:23,Hassan Raza,4,4200,4.228571429,109.9428571,175
544,33039,42,Married,Graduation,1,0,2018-06-10 10:59:23,Fatima Javed,0,2000,2.363636364,26,40
545,81741,40,Single,Graduation,0,0,2018-03-17 10:59:23,Zain Ahmed,0,1400,14.13824885,438.2857143,210
546,71499,49,Together,Master,0,1,2018-03-26 10:59:23,Sana Tariq,0,2400,6.162601626,252.6666667,240
547,62466,50,Married,2n Cycle,0,1,2018-10-16 10:59:23,Umar Farooq,0,2400,7.97311828,247.1666667,180
548,48799,57,Divorced,PhD,0,1,2018-08-06 10:59:23,Nadia Iqbal,0,2100,5.482142857,87.71428571,105
549,52157,70,Together,PhD,0,1,2019-03-08 10:59:23,Bilal Hussain,0,2400,4.666666667,74.66666667,90
550,66565,58,Single,Graduation,0,1,2017-09-05 10:59:23,Hina Shah,0,5600,13.91836735,292.2857143,140
551,29298,69,Together,Master,1,1,2018-06-08 10:59:23,Kamran Aslam,0,2000,0.75,4.5,20
552,47691,41,Single,Graduation,0,1,2018-04-05 10:59:23,Rabia Noor,0,2400,1.416666667,8.5,20
553,38200,50,Together,Graduation,1,1,2017-09-07 10:59:23,Tariq Mehmood,0,2800,1.333333333,8,20
554,44989,46,Married,Graduation,0,1,2017-06-13 10:59:23,Saima Gul,0,3000,3.230769231,84,125
555,38443,52,Married,PhD,1,1,2018-10-28 10:59:23,Shahzad Anwar,0,2800,3.083333333,18.5,20
556,38593,42,Single,2n Cycle,1,0,2018-06-14 10:59:23,Mariam Yousaf,0,4800,2.238095238,47,120
557,64413,50,Together,PhD,0,1,2018-05-02 10:59:23,Imran Qureshi,0,3000,3.320512821,86.33333333,150
558,36959,39,Married,Master,1,0,2018-07-03 10:59:23,Bushra Ansari,0,2400,2.818181818,31,30
559,61996,43,Married,PhD,0,1,2017-11-01 10:59:23,Naveed Akhtar,3,2500,3.890322581,120.6,150
560,51287,52,Married,Graduation,1,1,2018-12-31 10:59:23,Asma Zafar,0,3500,2.895238095,60.8,100
561,13260,50,Married,Graduation,1,1,2018-05-24 10:59:23,Ali Khan,0,5600,0.75,12,105
562,47472,54,Together,PhD,1,1,2018-06-17 10:59:23,Ayesha Malik,0,2000,3.045454545,33.5,40
563,54603,64,Together,Master,1,1,2018-04-09 10:59:23,Hassan Raza,0,4900,3.034013605,63.71428571,140
564,45207,46,Married,PhD,1,1,2017-08-11 10:59:23,Fatima Javed,1,2400,3.328125,53.25,60
565,40689,69,Together,Graduation,0,1,2017-12-17 10:59:23,Zain Ahmed,0,5600,2.738095238,98.57142857,245
566,47821,53,Together,2n Cycle,1,1,2018-07-21 10:59:23,Sana Tariq,0,4000,2.266666667,13.6,25
567,27450,69,Married,Master,0,0,2018-01-14 10:59:23,Umar Farooq,0,4900,2.363636364,26,70
568,39453,37,Together,Graduation,1,0,2019-01-02 10:59:23,Nadia Iqbal,0,2400,2.409090909,26.5,40
569,26850,49,Together,2n Cycle,1,1,2019-01-17 10:59:23,Bilal Hussain,0,2800,1.402597403,15.42857143,70
570,79800,65,Widow,Graduation,0,0,2017-06-24 10:59:23,Hina Shah,3,1800,5.266025641,136.9166667,150
571,61794,59,Married,Master,0,1,2018-06-15 10:59:23,Kamran Aslam,0,1200,9.150793651,192.1666667,120
572,53863,65,Together,Graduation,0,1,2019-02-15 10:59:23,Rabia Noor,1,3500,2.366666667,85.2,175
573,24221,61,Together,Graduation,0,0,2018-05-21 10:59:23,Tariq Mehmood,0,2400,1.583333333,9.5,30
574,39684,36,Single,PhD,1,0,2017-07-13 10:59:23,Saima Gul,0,4200,1.939393939,21.33333333,60
575,92163,45,Married,Master,0,0,2017-09-12 10:59:23,Shahzad Anwar,2,1400,7.567765568,196.7619048,175
576,69882,55,Single,Master,0,0,2018-08-11 10:59:23,Mariam Yousaf,0,600,26.03125,416.5,90
577,33178,43,Together,Graduation,1,0,2018-10-31 10:59:23,Imran Qureshi,0,2400,1.777777778,10.66666667,30
578,59973,48,Married,PhD,0,0,2018-06-12 10:59:23,Bushra Ansari,0,600,7.958333333,127.3333333,90
579,17459,45,Together,Master,1,0,2018-06-20 10:59:23,Naveed Akhtar,0,4900,0.696428571,11.14285714,105
580,23910,51,Divorced,Graduation,1,0,2017-07-27 10:59:23,Asma Zafar,0,4900,1.402597403,15.42857143,70
581,42169,51,Married,Master,1,1,2018-07-20 10:59:23,Ali Khan,0,3200,2.333333333,14,20
582,26224,42,Married,2n Cycle,1,0,2018-03-05 10:59:23,Ayesha Malik,0,3600,1.227272727,13.5,60
583,31089,39,Together,Graduation,1,0,2017-05-18 10:59:23,Hassan Raza,0,4800,1.239583333,19.83333333,90
584,30081,59,Single,Graduation,0,1,2017-11-22 10:59:23,Fatima Javed,0,2800,3.166666667,19,20
585,62807,60,Together,Graduation,0,1,2017-06-01 10:59:23,Zain Ahmed,0,3500,7.912087912,205.7142857,175
586,72906,65,Single,Graduation,0,0,2018-06-18 10:59:23,Sana Tariq,0,700,19.58928571,313.4285714,105
587,61467,72,Married,PhD,0,2,2017-09-09 10:59:23,Umar Farooq,0,3000,6.987179487,181.6666667,150
588,49618,54,Together,Master,1,1,2017-10-27 10:59:23,Nadia Iqbal,0,4900,2.053571429,32.85714286,105
589,21888,34,Single,Master,1,0,2017-09-29 10:59:23,Bilal Hussain,0,7000,1.637362637,42.57142857,175
590,42429,47,Widow,Graduation,0,1,2018-11-12 10:59:23,Hina Shah,0,2500,4.2,25.2,25
591,26150,64,Divorced,Graduation,2,1,2017-12-10 10:59:23,Kamran Aslam,0,3500,1.6,9.6,25
592,30801,45,Married,Basic,0,1,2017-07-27 10:59:23,Rabia Noor,0,4900,1.619047619,9.714285714,35
593,81168,55,Married,Graduation,0,0,2019-02-05 10:59:23,Tariq Mehmood,1,1500,7.483870968,232,150
594,26877,51,Single,Master,0,0,2018-05-20 10:59:23,Saima Gul,0,4200,4.071428571,65.14285714,105
595,45006,76,Widow,Master,0,0,2018-04-18 10:59:23,Shahzad Anwar,0,1800,5.333333333,85.33333333,90
596,18978,47,Married,Basic,1,0,2017-09-11 10:59:23,Mariam Yousaf,0,4800,1.027777778,6.166666667,30
597,22574,53,Married,Graduation,2,1,2018-07-29 10:59:23,Imran Qureshi,0,2800,1.545454545,17,40
598,48240,51,Single,PhD,0,0,2017-08-10 10:59:23,Bushra Ansari,0,3500,7.751152074,240.2857143,210
599,45837,46,Married,Graduation,1,1,2018-04-26 10:59:23,Naveed Akhtar,0,4200,3.661290323,113.5,180
600,35791,55,Single,Master,2,1,2018-02-04 10:59:23,Asma Zafar,0,3200,2.666666667,16,20
601,54162,42,Widow,Graduation,1,1,2017-12-17 10:59:23,Ali Khan,0,1600,1.791666667,10.75,20
602,30522,60,Married,Master,0,1,2017-05-18 10:59:23,Ayesha Malik,0,1400,14.28571429,85.71428571,35
603,54456,59,Married,PhD,0,1,2018-04-11 10:59:23,Hassan Raza,0,3000,5.019354839,155.6,150
604,31632,49,Single,Graduation,0,0,2018-04-14 10:59:23,Fatima Javed,0,4900,1.636363636,18,70
605,72298,71,Widow,Graduation,0,0,2018-12-09 10:59:23,Zain Ahmed,2,600,4.69047619,98.5,120
606,36975,42,Single,2n Cycle,1,0,2018-09-28 10:59:23,Sana Tariq,0,4200,1.722222222,10.33333333,30
607,72635,65,Married,2n Cycle,0,0,2018-03-04 10:59:23,Umar Farooq,1,2100,4.02764977,124.8571429,210
608,13624,44,Married,Graduation,1,0,2017-10-21 10:59:23,Nadia Iqbal,0,3600,0.878787879,9.666666667,60
609,84196,45,Single,Graduation,0,1,2018-03-04 10:59:23,Bilal Hussain,0,2100,7.296167247,299.1428571,280
610,70971,60,Together,Graduation,0,1,2017-06-22 10:59:23,Hina Shah,0,4200,10.71130952,599.8333333,330
611,34487,43,Divorced,PhD,1,1,2017-06-07 10:59:23,Kamran Aslam,0,6300,1.696428571,27.14285714,105
612,28769,43,Single,Graduation,1,0,2017-09-18 10:59:23,Rabia Noor,0,5400,2.96031746,62.16666667,120
613,69084,50,Married,PhD,1,0,2018-08-20 10:59:23,Tariq Mehmood,0,4800,14.26851852,513.6666667,210
614,65488,62,Together,PhD,0,0,2019-03-14 10:59:23,Saima Gul,0,700,16.23214286,259.7142857,105
615,62466,50,Married,2n Cycle,0,1,2018-10-16 10:59:23,Shahzad Anwar,0,2400,7.97311828,247.1666667,180
616,32218,60,Single,2n Cycle,0,0,2018-11-16 10:59:23,Mariam Yousaf,1,4900,0.818181818,9,70
617,83917,47,Single,Graduation,0,0,2018-01-17 10:59:23,Imran Qureshi,0,2100,13.89861751,430.8571429,210
618,46102,58,Divorced,Graduation,2,1,2018-12-09 10:59:23,Bushra Ansari,0,1400,1.25,7.5,10
619,84574,68,Single,Graduation,0,0,2018-03-05 10:59:23,Naveed Akhtar,0,3500,7.527950311,346.2857143,315
620,56181,58,Married,Graduation,0,1,2017-10-09 10:59:23,Asma Zafar,0,2800,4.693877551,98.57142857,140
621,63120,70,Divorced,Master,0,1,2017-06-29 10:59:23,Ali Khan,0,4200,11.16666667,457.8333333,240
622,73691,49,Married,Graduation,0,1,2018-08-07 10:59:23,Ayesha Malik,1,1400,5.096774194,158,210
623,63381,60,Together,Graduation,0,1,2017-07-06 10:59:23,Hassan Raza,0,1200,13.03174603,273.6666667,120
624,76140,72,Together,PhD,0,0,2019-02-11 10:59:23,Fatima Javed,0,1200,16.94871795,440.6666667,150
625,62859,61,Divorced,PhD,0,1,2017-09-30 10:59:23,Zain Ahmed,0,4200,7.962732919,366.2857143,315
626,45906,56,Single,Graduation,0,1,2018-02-05 10:59:23,Sana Tariq,1,3000,2.182692308,56.75,150
627,77632,73,Together,Master,0,0,2017-12-09 10:59:23,Umar Farooq,2,1200,11.13756614,233.8888889,120
628,46463,49,Married,PhD,1,1,2018-05-19 10:59:23,Nadia Iqbal,0,3600,4.552083333,72.83333333,90
629,105471,50,Together,Graduation,0,0,2017-10-22 10:59:23,Bilal Hussain,2,2100,3.140786749,144.4761905,315
630,55282,50,Divorced,Master,1,0,2018-09-13 10:59:23,Hina Shah,0,2800,3.857142857,61.71428571,105
631,78710,43,Married,Master,0,1,2019-02-21 10:59:23,Kamran Aslam,0,2000,11.3,406.8,175
632,66886,62,Together,Graduation,0,1,2018-06-17 10:59:23,Rabia Noor,0,3500,3.595238095,129.4285714,245
633,98777,60,Single,Master,0,0,2018-11-18 10:59:23,Tariq Mehmood,1,700,13.40136054,281.4285714,140
634,29103,35,Together,Graduation,1,0,2017-05-28 10:59:23,Saima Gul,0,4500,2.6,15.6,25
635,67445,46,Married,Graduation,0,1,2017-05-13 10:59:23,Shahzad Anwar,0,3600,8.137681159,374.3333333,270
636,50616,70,Together,PhD,0,1,2019-01-12 10:59:23,Mariam Yousaf,0,1200,3.222222222,19.33333333,30
637,49431,65,Divorced,Graduation,0,1,2017-05-04 10:59:23,Imran Qureshi,0,4800,3.222222222,116,210
638,61278,67,Together,Graduation,0,1,2018-10-05 10:59:23,Bushra Ansari,0,4200,2.678571429,42.85714286,105
639,26490,62,Together,2n Cycle,0,0,2017-06-23 10:59:23,Naveed Akhtar,0,4200,3.303571429,52.85714286,105
640,73059,73,Together,PhD,0,1,2018-06-01 10:59:23,Asma Zafar,0,2400,7.420289855,341.3333333,270
641,46734,54,Single,PhD,1,2,2018-07-22 10:59:23,Ali Khan,1,3600,1.526041667,24.41666667,90
642,56253,57,Together,Graduation,0,1,2017-09-07 10:59:23,Ayesha Malik,0,3600,5.481481481,197.3333333,210
643,19986,35,Married,Graduation,1,0,2018-08-15 10:59:23,Hassan Raza,0,3500,5.2,5.2,0
644,58330,45,Widow,Graduation,0,1,2018-09-25 10:59:23,Fatima Javed,0,2800,8.414746544,260.8571429,210
645,25965,40,Married,Basic,0,0,2017-06-08 10:59:23,Zain Ahmed,0,4000,2.054545455,22.6,50
646,14661,64,Together,Master,0,0,2017-10-02 10:59:23,Sana Tariq,0,3600,1.277777778,7.666666667,30
647,18690,61,Married,Graduation,0,0,2017-09-28 10:59:23,Umar Farooq,0,5600,1.952380952,11.71428571,35
648,45068,46,Together,PhD,0,1,2018-02-14 10:59:23,Nadia Iqbal,0,1400,1.416666667,8.5,10
649,21063,33,Single,Basic,1,0,2018-06-26 10:59:23,Bilal Hussain,0,4200,1.142857143,12.57142857,70
650,29187,52,Married,PhD,1,0,2018-02-07 10:59:23,Hina Shah,0,3200,2.666666667,16,20
651,54690,49,Married,2n Cycle,1,1,2018-08-08 10:59:23,Kamran Aslam,0,2100,3.214285714,51.42857143,105
652,59304,56,Married,PhD,0,1,2018-04-29 10:59:23,Rabia Noor,0,3500,8.238095238,296.5714286,245
653,59247,58,Single,Master,0,2,2018-08-09 10:59:23,Tariq Mehmood,0,4200,5.395604396,140.2857143,175
654,66731,50,Widow,Graduation,0,1,2017-06-13 10:59:23,Saima Gul,0,2100,12.08163265,253.7142857,140
655,77353,40,Married,Graduation,0,1,2018-09-16 10:59:23,Shahzad Anwar,0,2400,6.252688172,193.8333333,180
656,52614,45,Single,PhD,0,1,2017-09-01 10:59:23,Mariam Yousaf,0,4800,28.84848485,317.3333333,60
657,26751,46,Married,Graduation,2,0,2019-02-20 10:59:23,Imran Qureshi,0,3200,0.75,4.5,20
658,81300,57,Married,PhD,0,1,2017-07-31 10:59:23,Bushra Ansari,1,3000,3.918300654,199.8333333,300
659,70337,41,Single,Graduation,0,0,2018-10-03 10:59:23,Naveed Akhtar,0,700,12.5974026,138.5714286,70
660,36145,35,Married,2n Cycle,1,0,2018-03-17 10:59:23,Asma Zafar,1,6300,1.047619048,22,140
661,65295,40,Single,PhD,0,0,2018-09-23 10:59:23,Ali Khan,0,1400,11.75,188,105
662,68118,57,Divorced,Graduation,0,1,2018-07-19 10:59:23,Ayesha Malik,0,3600,6.199186992,254.1666667,240
663,68743,53,Divorced,Graduation,0,0,2017-05-31 10:59:23,Hassan Raza,0,4200,11.26190476,630.6666667,330
664,41039,38,Together,2n Cycle,0,0,2018-04-25 10:59:23,Fatima Javed,0,5600,2.940766551,120.5714286,280
665,38946,65,Together,Graduation,0,1,2018-07-25 10:59:23,Zain Ahmed,0,2500,5.25,84,75
666,65777,53,Together,Graduation,0,0,2018-09-19 10:59:23,Sana Tariq,0,600,32.60606061,358.6666667,60
667,66476,44,Divorced,PhD,0,1,2017-12-06 10:59:23,Umar Farooq,0,2800,6.714285714,174.5714286,175
668,86857,48,Single,PhD,0,0,2017-06-13 10:59:23,Nadia Iqbal,0,1200,25.93589744,674.3333333,150
669,77845,31,Together,PhD,0,0,2019-02-14 10:59:23,Bilal Hussain,2,500,10.83333333,173.3333333,75
670,69476,51,Together,PhD,0,0,2018-07-01 10:59:23,Hina Shah,0,1400,13.29251701,279.1428571,140
671,50611,60,Divorced,PhD,0,1,2017-07-05 10:59:23,Kamran Aslam,1,3000,4.657142857,97.8,100
672,61209,50,Single,Graduation,0,0,2018-05-26 10:59:23,Rabia Noor,0,1200,11,286,150
673,42315,62,Together,Master,0,1,2018-04-12 10:59:23,Tariq Mehmood,0,1800,8.333333333,50,30
674,13084,68,Together,Basic,0,0,2018-08-03 10:59:23,Saima Gul,0,3000,1.033333333,6.2,25
675,47570,71,Widow,Master,1,1,2018-02-27 10:59:23,Shahzad Anwar,0,4200,2.727272727,30,60
676,61923,59,Married,Master,0,2,2018-04-26 10:59:23,Mariam Yousaf,0,1800,3.590909091,39.5,60
677,34824,25,Single,Graduation,0,0,2018-12-25 10:59:23,Imran Qureshi,0,2400,1.333333333,8,20
678,26518,71,Single,PhD,1,1,2018-01-07 10:59:23,Bushra Ansari,0,4800,1.621212121,17.83333333,60
679,45938,59,Single,Graduation,0,0,2018-08-04 10:59:23,Naveed Akhtar,0,4200,4.229965157,173.4285714,280
680,78468,60,Together,Graduation,0,0,2019-01-08 10:59:23,Asma Zafar,1,2400,3.133986928,159.8333333,300
681,78901,47,Divorced,Graduation,0,1,2018-06-18 10:59:23,Ali Khan,0,2800,4.347826087,200,315
682,71427,42,Married,Graduation,2,0,2018-12-11 10:59:23,Ayesha Malik,0,2800,4.118466899,168.8571429,280
683,71022,42,Divorced,Graduation,0,1,2018-11-12 10:59:23,Hassan Raza,1,4000,9.269230769,241,125
684,90247,32,Single,Master,0,0,2019-01-28 10:59:23,Fatima Javed,3,600,8.317708333,133.0833333,90
685,41335,52,Divorced,Master,1,0,2018-09-26 10:59:23,Zain Ahmed,0,4900,2.476190476,52,140
686,71952,34,Married,Graduation,1,0,2017-10-11 10:59:23,Sana Tariq,2,2800,3.135888502,128.5714286,280
687,35682,50,Divorced,PhD,1,0,2019-03-28 10:59:23,Umar Farooq,0,1200,2.166666667,13,30
688,43185,69,Divorced,Graduation,0,1,2018-01-09 10:59:23,Nadia Iqbal,0,4800,4.376811594,201.3333333,270
689,66375,72,Together,PhD,0,1,2018-08-22 10:59:23,Bilal Hussain,1,2800,17.20454545,189.25,40
690,35178,49,Married,Master,1,0,2017-10-11 10:59:23,Hina Shah,1,3500,0.95,5.7,25
691,25252,34,Married,Graduation,1,0,2018-04-12 10:59:23,Kamran Aslam,0,4000,0.533333333,3.2,25
692,55250,55,Single,Master,0,1,2017-07-22 10:59:23,Rabia Noor,0,3000,7.75,279,210
693,33249,45,Single,Graduation,1,0,2017-11-21 10:59:23,Tariq Mehmood,0,4200,1.818181818,20,70
694,58398,67,Together,Graduation,0,0,2018-02-12 10:59:23,Saima Gul,0,2400,6.878205128,178.8333333,150
695,50272,38,Together,Graduation,1,0,2018-05-08 10:59:23,Shahzad Anwar,0,4900,3.115646259,65.42857143,140
696,76618,45,Married,PhD,0,0,2017-09-07 10:59:23,Mariam Yousaf,0,700,24.35714286,389.7142857,105
697,87305,60,Divorced,2n Cycle,0,0,2017-06-24 10:59:23,Imran Qureshi,1,1400,5.89010989,153.1428571,175
698,25851,42,Together,Graduation,1,0,2017-11-12 10:59:23,Bushra Ansari,0,4200,1.227272727,13.5,60
699,58710,50,Divorced,Graduation,0,1,2017-12-30 10:59:23,Naveed Akhtar,0,3600,6.017857143,337,330
700,45160,62,Single,Graduation,1,1,2018-12-28 10:59:23,Asma Zafar,0,3500,1.1,6.6,25
701,74806,55,Married,Master,0,1,2017-09-19 10:59:23,Ali Khan,0,2000,14.63846154,380.6,125
702,59111,66,Married,Graduation,0,0,2018-01-31 10:59:23,Ayesha Malik,0,3500,5,280,275
703,18988,36,Married,PhD,1,0,2019-02-21 10:59:23,Hassan Raza,0,2800,0.958333333,5.75,20
704,72190,55,Married,Graduation,0,0,2017-11-14 10:59:23,Fatima Javed,0,1500,20.25384615,526.6,125
705,7500,44,Married,Graduation,1,0,2017-05-02 10:59:23,Zain Ahmed,1,3600,0.380952381,8,80
706,44794,54,Married,Graduation,0,1,2019-03-09 10:59:23,Sana Tariq,0,2400,2.772727273,30.5,40
707,80395,65,Married,Graduation,0,0,2018-08-24 10:59:23,Umar Farooq,1,1400,6.138248848,190.2857143,210
708,75012,44,Divorced,Master,0,0,2018-10-26 10:59:23,Nadia Iqbal,0,700,15.64285714,250.2857143,105
709,56962,55,Married,Master,2,1,2018-07-12 10:59:23,Bilal Hussain,0,4200,4.123655914,127.8333333,180
710,89891,29,Together,Graduation,0,0,2018-01-14 10:59:23,Hina Shah,1,2800,1.665816327,93.28571429,385
711,35946,71,Divorced,PhD,1,1,2018-06-28 10:59:23,Kamran Aslam,0,1500,7.333333333,7.333333333,0
712,53593,67,Together,PhD,1,1,2017-05-08 10:59:23,Rabia Noor,0,4800,4.046296296,145.6666667,210
713,66373,42,Married,Graduation,1,1,2018-03-13 10:59:23,Tariq Mehmood,0,2100,6.761904762,142,140
714,45072,72,Divorced,PhD,1,2,2018-07-17 10:59:23,Saima Gul,0,4800,2.720430108,84.33333333,180
715,89694,47,Divorced,Graduation,1,1,2018-07-10 10:59:23,Shahzad Anwar,3,3000,5.619047619,118,120
716,72025,71,Married,Graduation,0,0,2019-01-28 10:59:23,Mariam Yousaf,3,1000,7.985714286,167.7,100
717,67432,47,Married,Graduation,0,1,2017-12-28 10:59:23,Imran Qureshi,0,2800,8.118466899,332.8571429,280
718,70545,68,Together,Master,0,1,2019-03-04 10:59:23,Bushra Ansari,0,1400,4.258503401,89.42857143,140
719,17487,31,Married,Basic,1,0,2017-12-17 10:59:23,Naveed Akhtar,0,2800,0.75,4.5,20
720,62882,51,Together,Graduation,0,1,2017-05-10 10:59:23,Asma Zafar,0,2800,9.849206349,354.5714286,245
721,64108,67,Single,PhD,0,1,2017-12-22 10:59:23,Ali Khan,0,3000,11.47849462,355.8333333,180
722,34941,64,Together,Master,1,1,2017-12-05 10:59:23,Ayesha Malik,0,5600,1.303571429,20.85714286,105
723,48767,70,Single,PhD,1,2,2018-10-02 10:59:23,Hassan Raza,0,3000,1.606060606,17.66666667,60
724,38702,42,Together,2n Cycle,1,0,2018-05-02 10:59:23,Fatima Javed,0,3600,1.302083333,20.83333333,90
725,82224,56,Married,Graduation,0,0,2018-10-26 10:59:23,Zain Ahmed,1,2100,3.97235023,123.1428571,210
726,83844,68,Together,Graduation,0,0,2018-02-10 10:59:23,Sana Tariq,1,600,10.8531746,227.9166667,120
727,17003,45,Married,2n Cycle,1,0,2018-09-09 10:59:23,Umar Farooq,0,3500,0.805194805,8.857142857,70
728,71163,25,Single,Graduation,0,0,2018-12-08 10:59:23,Nadia Iqbal,0,700,16.35714286,261.7142857,105
729,33697,50,Single,Graduation,1,0,2018-06-16 10:59:23,Bilal Hussain,1,3500,0.516666667,3.1,25
730,63564,66,Married,2n Cycle,0,0,2018-10-30 10:59:23,Hina Shah,1,4200,3.221288515,164.2857143,350
731,83443,48,Together,PhD,0,0,2018-10-01 10:59:23,Kamran Aslam,0,1400,13.02304147,403.7142857,210
732,51518,62,Together,PhD,0,1,2018-07-04 10:59:23,Rabia Noor,0,1800,9.229166667,147.6666667,90
733,58330,45,Widow,Graduation,0,1,2018-09-25 10:59:23,Tariq Mehmood,0,2800,8.414746544,260.8571429,210
734,80952,51,Married,Graduation,0,0,2017-11-29 10:59:23,Saima Gul,3,5600,2.984320557,122.3571429,280
735,75507,41,Together,Graduation,0,0,2019-01-31 10:59:23,Shahzad Anwar,0,1800,10.73170732,440,240
736,63855,42,Together,2n Cycle,0,0,2017-11-10 10:59:23,Mariam Yousaf,0,2800,7.277777778,262,245
737,62220,48,Together,PhD,0,1,2017-05-12 10:59:23,Imran Qureshi,0,3000,13.35555556,480.8,175
738,58512,56,Married,Graduation,0,1,2018-06-20 10:59:23,Bushra Ansari,0,4800,21.22916667,339.6666667,90
739,40662,41,Married,Master,1,0,2017-12-14 10:59:23,Naveed Akhtar,0,2000,2.090909091,23,50
740,38829,61,Married,PhD,0,1,2019-01-05 10:59:23,Asma Zafar,0,2000,2.59375,41.5,60
741,35523,39,Married,2n Cycle,1,0,2018-07-04 10:59:23,Ali Khan,0,3500,1.175,18.8,75
742,79146,53,Single,Graduation,1,1,2019-01-23 10:59:23,Ayesha Malik,0,3600,4.390243902,180,240
743,78285,32,Married,Master,0,0,2018-07-29 10:59:23,Hassan Raza,0,2100,12.78341014,396.2857143,210
744,31626,42,Single,PhD,1,0,2018-02-08 10:59:23,Fatima Javed,1,4200,0.78030303,8.583333333,60
745,75127,68,Single,Graduation,0,0,2019-02-20 10:59:23,Zain Ahmed,0,700,15.74025974,173.1428571,70
746,48726,65,Married,Graduation,0,1,2018-01-26 10:59:23,Sana Tariq,0,3600,3.8125,61,90
747,74985,43,Married,Graduation,0,0,2017-06-12 10:59:23,Umar Farooq,0,1200,37.14583333,594.3333333,90
748,67430,33,Together,Graduation,0,0,2017-06-06 10:59:23,Nadia Iqbal,0,4200,6.341836735,355.1428571,385
749,46891,55,Married,2n Cycle,0,1,2018-06-02 10:59:23,Bilal Hussain,0,2400,2.772727273,30.5,60
750,62058,64,Married,Master,0,1,2018-02-24 10:59:23,Hina Shah,0,3600,4.215053763,130.6666667,180
751,72063,41,Married,Graduation,0,1,2018-04-03 10:59:23,Kamran Aslam,0,1200,8.358974359,217.3333333,150
752,78939,69,Married,PhD,0,0,2018-09-12 10:59:23,Rabia Noor,0,1800,10.58536585,434,240
753,42720,55,Single,Graduation,1,1,2018-01-23 10:59:23,Tariq Mehmood,0,5600,4.301587302,154.8571429,245
754,33622,48,Married,Graduation,1,1,2018-01-12 10:59:23,Saima Gul,0,4900,1.792207792,19.71428571,70
755,6835,63,Together,PhD,0,1,2017-09-08 10:59:23,Shahzad Anwar,0,8000,58.5,58.5,0
756,41452,67,Together,Graduation,1,1,2017-12-05 10:59:23,Mariam Yousaf,0,2100,1.777777778,10.66666667,15
757,40760,55,Single,PhD,0,1,2018-05-31 10:59:23,Imran Qureshi,0,2400,3.954545455,43.5,40
758,74250,62,Together,PhD,0,0,2018-10-27 10:59:23,Bushra Ansari,0,500,42.10909091,463.2,50
759,51124,65,Single,Master,1,1,2018-09-18 10:59:23,Naveed Akhtar,0,1500,2.566666667,15.4,25
760,72258,49,Single,Graduation,0,1,2018-06-13 10:59:23,Asma Zafar,0,1000,14.58064516,452,150
761,71466,46,Single,PhD,0,0,2019-01-04 10:59:23,Ali Khan,0,600,19.52380952,410,120
762,36283,44,Together,Graduation,1,1,2019-01-13 10:59:23,Ayesha Malik,0,1600,1.583333333,9.5,20
763,20587,50,Single,Graduation,1,0,2019-02-09 10:59:23,Hassan Raza,0,4900,0.761904762,4.571428571,35
764,30467,48,Married,Graduation,1,0,2018-12-18 10:59:23,Fatima Javed,0,4200,0.916666667,5.5,30
765,31590,48,Together,Graduation,1,0,2018-03-19 10:59:23,Zain Ahmed,0,4000,1.933333333,11.6,25
766,20425,34,Married,Basic,1,0,2017-07-30 10:59:23,Sana Tariq,0,4900,1.038961039,11.42857143,70
